Distance_m,Water depth (cm),Thaw depth (cm),Vegetation height (cm),Vegetation type,Micro- relief,Latitude,Longitude,Date,site_id,Table,Transect,Microrelief
13,29,64,,,,70.19682626282425,-148.4244949,8/16/20,Airport_T4,A2.8,T4,
14,40,71,,,,70.19683312918404,-148.4245119,8/16/20,Airport_T4,A2.8,T4,
15,29,81,,,,70.19683999554223,-148.4245289,8/16/20,Airport_T4,A2.8,T4,
16,18,96,,,,70.19684686189882,-148.4245459,8/16/20,Airport_T4,A2.8,T4,
17,18,105,,,,70.19685372825379,-148.4245629,8/16/20,Airport_T4,A2.8,T4,
18,25,104,,,,70.19686059460713,-148.4245799,8/16/20,Airport_T4,A2.8,T4,
19,26,>130,,,,70.19686746095887,-148.4245969,8/16/20,Airport_T4,A2.8,T4,
20,50,>50,,,,70.19687432730899,-148.4246139,8/16/20,Airport_T4,A2.8,T4,
21,59,>113,,,,70.19688119,-148.4246309,8/16/20,Airport_T4,A2.8,T4,
22,40,>116,,,,70.19688806000441,-148.4246479,8/16/20,Airport_T4,A2.8,T4,
23,25,120,,,,70.19689493,-148.4246648,8/16/20,Airport_T4,A2.8,T4,
24,25,111,,,,70.19690179269338,-148.4246818,8/16/20,Airport_T4,A2.8,T4,
25,30,117,,,,70.19690865903543,-148.4246988,8/16/20,Airport_T4,A2.8,T4,
26,39,113,,,,70.19691552537589,-148.4247158,8/16/20,Airport_T4,A2.8,T4,
27,40,110,,,,70.19692239171471,-148.4247328,8/16/20,Airport_T4,A2.8,T4,
28,61,>104,,,,70.19692925805194,-148.4247498,8/16/20,Airport_T4,A2.8,T4,
29,71,-,,,,70.19693612438755,-148.4247668,8/16/20,Airport_T4,A2.8,T4,
30,65,-,,,,70.19694299072154,-148.4247838,8/16/20,Airport_T4,A2.8,T4,
31,54,101,,,,70.19694985705392,-148.4248008,8/16/20,Airport_T4,A2.8,T4,
32,45,96,,,,70.19695672338469,-148.4248178,8/16/20,Airport_T4,A2.8,T4,
33,47,71,,,,70.19696358971385,-148.4248348,8/16/20,Airport_T4,A2.8,T4,
34,42,82,,,,70.19697045604138,-148.4248518,8/16/20,Airport_T4,A2.8,T4,
35,60,73,,,,70.19697732236732,-148.4248688,8/16/20,Airport_T4,A2.8,T4,
36,85,64,,,,70.19698418869163,-148.4248858,8/16/20,Airport_T4,A2.8,T4,
37,90,69,,,,70.19699105501434,-148.4249028,8/16/20,Airport_T4,A2.8,T4,
38,94,51,,,,70.19699792133542,-148.4249197,8/16/20,Airport_T4,A2.8,T4,
39,49,67,,,,70.19700479,-148.4249367,8/16/20,Airport_T4,A2.8,T4,
40,45,57,,,,70.19701165397277,-148.4249537,8/16/20,Airport_T4,A2.8,T4,
41,39,46,,,,70.19701852028902,-148.4249707,8/16/20,Airport_T4,A2.8,T4,
42,39,51,,,,70.19702538660366,-148.4249877,8/16/20,Airport_T4,A2.8,T4,
43,23,63,,,,70.19703225291667,-148.4250047,8/16/20,Airport_T4,A2.8,T4,
44,35,54,,,,70.19703912,-148.4250217,8/16/20,Airport_T4,A2.8,T4,
45,37,59,,,,70.19704598553788,-148.4250387,8/16/20,Airport_T4,A2.8,T4,
46,48,50,,,,70.19705285184608,-148.4250557,8/16/20,Airport_T4,A2.8,T4,
47,44,60,,,,70.19705971815264,-148.4250727,8/16/20,Airport_T4,A2.8,T4,
48,70,52,,,,70.19706658,-148.4250897,8/16/20,Airport_T4,A2.8,T4,
49,52,70,,,,70.19707345076095,-148.4251067,8/16/20,Airport_T4,A2.8,T4,
50,40,60,,,,70.19708031706269,-148.4251237,8/16/20,Airport_T4,A2.8,T4,
51,32,53,,,,70.19708718336281,-148.4251407,8/16/20,Airport_T4,A2.8,T4,
52,23,59,,,,70.19709405,-148.4251577,8/16/20,Airport_T4,A2.8,T4,
53,16,59,,,,70.19710092,-148.4251747,8/16/20,Airport_T4,A2.8,T4,
54,20,49,,,,70.19710778225348,-148.4251916,8/16/20,Airport_T4,A2.8,T4,
55,17,48,,,,70.19711464854714,-148.4252086,8/16/20,Airport_T4,A2.8,T4,
56,15,50,,,,70.19712151483921,-148.4252256,8/16/20,Airport_T4,A2.8,T4,
57,17,48,,,,70.19712838112964,-148.4252426,8/16/20,Airport_T4,A2.8,T4,
58,17,47,,,,70.19713524741847,-148.4252596,8/16/20,Airport_T4,A2.8,T4,
59,14,54,,,,70.19714211370568,-148.4252766,8/16/20,Airport_T4,A2.8,T4,
60,18,46,,,,70.19714897999128,-148.4252936,8/16/20,Airport_T4,A2.8,T4,
61,17,46,,,,70.19715584627528,-148.4253106,8/16/20,Airport_T4,A2.8,T4,
62,14,46,,,,70.19716271255766,-148.4253276,8/16/20,Airport_T4,A2.8,T4,
63,7,52,,,,70.19716957883841,-148.4253446,8/16/20,Airport_T4,A2.8,T4,
64,14,42,,,,70.19717644511755,-148.4253616,8/16/20,Airport_T4,A2.8,T4,
65,17,38,,,,70.19718331,-148.4253786,8/16/20,Airport_T4,A2.8,T4,
66,13,45,,,,70.19719017767102,-148.4253956,8/16/20,Airport_T4,A2.8,T4,
67,5,55,,,,70.19719704394532,-148.4254126,8/16/20,Airport_T4,A2.8,T4,
68,5,53,,,,70.19720391021802,-148.4254296,8/16/20,Airport_T4,A2.8,T4,
69,17,38,,,,70.19721078,-148.4254466,8/16/20,Airport_T4,A2.8,T4,
70,13,45,,,,70.19721764275857,-148.4254635,8/16/20,Airport_T4,A2.8,T4,
71,16,44,,,,70.19722450902643,-148.4254805,8/16/20,Airport_T4,A2.8,T4,
72,22,39,,,,70.19723137529267,-148.4254975,8/16/20,Airport_T4,A2.8,T4,
73,20,48,,,,70.19723824,-148.4255145,8/16/20,Airport_T4,A2.8,T4,
74,22,42,,,,70.19724510782032,-148.4255315,8/16/20,Airport_T4,A2.8,T4,
75,10,54,,,,70.19725197408172,-148.4255485,8/16/20,Airport_T4,A2.8,T4,
76,12,44,,,,70.19725884034152,-148.4255655,8/16/20,Airport_T4,A2.8,T4,
77,10,46,,,,70.19726571,-148.4255825,8/16/20,Airport_T4,A2.8,T4,
78,10,49,,,,70.19727257285626,-148.4255995,8/16/20,Airport_T4,A2.8,T4,
79,19,47,,,,70.19727943911121,-148.4256165,8/16/20,Airport_T4,A2.8,T4,
80,20,57,,,,70.19728630536454,-148.4256335,8/16/20,Airport_T4,A2.8,T4,
81,13,72,,,,70.19729317161628,-148.4256505,8/16/20,Airport_T4,A2.8,T4,
82,12,73,,,,70.19730003786638,-148.4256675,8/16/20,Airport_T4,A2.8,T4,
83,13,76,,,,70.1973069,-148.4256845,8/16/20,Airport_T4,A2.8,T4,
84,12,77,,,,70.19731377036177,-148.4257015,8/16/20,Airport_T4,A2.8,T4,
85,13,72,,,,70.19732063660705,-148.4257185,8/16/20,Airport_T4,A2.8,T4,
86,17,61,,,,70.1973275,-148.4257355,8/16/20,Airport_T4,A2.8,T4,
87,20,45,,,,70.19733436909274,-148.4257524,8/16/20,Airport_T4,A2.8,T4,
88,17,47,,,,70.19734123533317,-148.4257694,8/16/20,Airport_T4,A2.8,T4,
89,20,44,,,,70.1973481,-148.4257864,8/16/20,Airport_T4,A2.8,T4,
90,20,44,,,,70.19735497,-148.4258034,8/16/20,Airport_T4,A2.8,T4,
91,11,51,,,,70.19736183,-148.4258204,8/16/20,Airport_T4,A2.8,T4,
92,11,45,,,,70.19736870027877,-148.4258374,8/16/20,Airport_T4,A2.8,T4,
93,20,39,,,,70.19737556651114,-148.4258544,8/16/20,Airport_T4,A2.8,T4,
94,17,43,,,,70.19738243,-148.4258714,8/16/20,Airport_T4,A2.8,T4,
95,20,38,,,,70.19738929897103,-148.4258884,8/16/20,Airport_T4,A2.8,T4,
96,14,43,,,,70.19739616519857,-148.4259054,8/16/20,Airport_T4,A2.8,T4,
97,16,41,,,,70.19740303142447,-148.4259224,8/16/20,Airport_T4,A2.8,T4,
98,14,44,,,,70.19740989764878,-148.4259394,8/16/20,Airport_T4,A2.8,T4,
99,18,39,,,,70.19741676387147,-148.4259564,8/16/20,Airport_T4,A2.8,T4,
100,14,41,,,,70.19742363009254,-148.4259734,8/16/20,Airport_T4,A2.8,T4,
0,-,-,,,,70.195714,-148.425996,8/16/20,Airport_T5,A2.8,T5,
1,-,-,,,,70.19571778810574,-148.42602,8/16/20,Airport_T5,A2.8,T5,
2,-,-,,,,70.19572157620829,-148.4260439,8/16/20,Airport_T5,A2.8,T5,
3,-,-,,,,70.19572536430763,-148.4260679,8/16/20,Airport_T5,A2.8,T5,
4,-,-,,,,70.19572915,-148.4260918,8/16/20,Airport_T5,A2.8,T5,
5,-,-,,,,70.19573294049675,-148.4261158,8/16/20,Airport_T5,A2.8,T5,
6,-,-,,,,70.19573672858651,-148.4261398,8/16/20,Airport_T5,A2.8,T5,
7,-,-,,,,70.19574051667307,-148.4261637,8/16/20,Airport_T5,A2.8,T5,
8,-,-,,,,70.19574430475643,-148.4261877,8/16/20,Airport_T5,A2.8,T5,
9,-,-,,,,70.19574809,-148.4262116,8/16/20,Airport_T5,A2.8,T5,
10,-,-,,,,70.19575188091356,-148.4262356,8/16/20,Airport_T5,A2.8,T5,
11,-,-,,,,70.19575566898733,-148.4262595,8/16/20,Airport_T5,A2.8,T5,
12,-,-,,,,70.19575946,-148.4262835,8/16/20,Airport_T5,A2.8,T5,
13,-,-,,,,70.19576324512528,-148.4263075,8/16/20,Airport_T5,A2.8,T5,
14,-,-,,,,70.19576703318945,-148.4263314,8/16/20,Airport_T5,A2.8,T5,
15,-,-,,,,70.19577082125043,-148.4263554,8/16/20,Airport_T5,A2.8,T5,
16,-,-,,,,70.19577460930822,-148.4263793,8/16/20,Airport_T5,A2.8,T5,
17,-,-,,,,70.1957784,-148.4264033,8/16/20,Airport_T5,A2.8,T5,
18,-,-,,,,70.19578218541419,-148.4264273,8/16/20,Airport_T5,A2.8,T5,
19,-,-,,,,70.19578597346238,-148.4264512,8/16/20,Airport_T5,A2.8,T5,
20,0,71,,,,70.19578976150737,-148.4264752,8/16/20,Airport_T5,A2.8,T5,
21,12,55,,,,70.19579354954917,-148.4264991,8/16/20,Airport_T5,A2.8,T5,
22,18,50,,,,70.19579733758775,-148.4265231,8/16/20,Airport_T5,A2.8,T5,
23,21,47,,,,70.19580112562315,-148.426547,8/16/20,Airport_T5,A2.8,T5,
24,31,36,,,,70.19580491365535,-148.426571,8/16/20,Airport_T5,A2.8,T5,
25,0,61,,,,70.19580870168436,-148.426595,8/16/20,Airport_T5,A2.8,T5,
26,0,53,,,,70.19581248971016,-148.4266189,8/16/20,Airport_T5,A2.8,T5,
27,0,54,,,,70.19581627773277,-148.4266429,8/16/20,Airport_T5,A2.8,T5,
28,0,53,,,,70.19582006575217,-148.4266668,8/16/20,Airport_T5,A2.8,T5,
29,0,64,,,,70.19582385376839,-148.4266908,8/16/20,Airport_T5,A2.8,T5,
30,0,60,,,,70.19582764,-148.4267148,8/16/20,Airport_T5,A2.8,T5,
31,0,64,,,,70.19583142979121,-148.4267387,8/16/20,Airport_T5,A2.8,T5,
32,0,65,,,,70.19583521779784,-148.4267627,8/16/20,Airport_T5,A2.8,T5,
33,0,50,,,,70.19583900580126,-148.4267866,8/16/20,Airport_T5,A2.8,T5,
34,0,45,,,,70.19584279380149,-148.4268106,8/16/20,Airport_T5,A2.8,T5,
35,0,40,,,,70.19584658,-148.4268346,8/16/20,Airport_T5,A2.8,T5,
36,0,49,,,,70.19585036979234,-148.4268585,8/16/20,Airport_T5,A2.8,T5,
37,0,52,,,,70.19585415778297,-148.4268825,8/16/20,Airport_T5,A2.8,T5,
38,0,49,,,,70.19585795,-148.4269064,8/16/20,Airport_T5,A2.8,T5,
39,20,40,,,,70.19586173375463,-148.4269304,8/16/20,Airport_T5,A2.8,T5,
40,0,51,,,,70.19586552173567,-148.4269543,8/16/20,Airport_T5,A2.8,T5,
41,0,59,,,,70.19586930971352,-148.4269783,8/16/20,Airport_T5,A2.8,T5,
42,0,55,,,,70.19587309768815,-148.4270023,8/16/20,Airport_T5,A2.8,T5,
43,0,59,,,,70.19587689,-148.4270262,8/16/20,Airport_T5,A2.8,T5,
44,0,59,,,,70.19588067362784,-148.4270502,8/16/20,Airport_T5,A2.8,T5,
45,0,62,,,,70.19588446159288,-148.4270741,8/16/20,Airport_T5,A2.8,T5,
46,0,63,,,,70.19588824955474,-148.4270981,8/16/20,Airport_T5,A2.8,T5,
47,0,60,,,,70.19589203751339,-148.4271221,8/16/20,Airport_T5,A2.8,T5,
48,0,55,,,,70.19589582546885,-148.427146,8/16/20,Airport_T5,A2.8,T5,
49,0,49,,,,70.19589961,-148.42717,8/16/20,Airport_T5,A2.8,T5,
50,0,46,,,,70.19590340137016,-148.4271939,8/16/20,Airport_T5,A2.8,T5,
51,0,44,,,,70.19590718931602,-148.4272179,8/16/20,Airport_T5,A2.8,T5,
52,0,41,,,,70.19591097725869,-148.4272419,8/16/20,Airport_T5,A2.8,T5,
53,0,45,,,,70.19591476519815,-148.4272658,8/16/20,Airport_T5,A2.8,T5,
54,0,45,,,,70.19591855313443,-148.4272898,8/16/20,Airport_T5,A2.8,T5,
55,0,45,,,,70.19592234,-148.4273137,8/16/20,Airport_T5,A2.8,T5,
56,0,45,,,,70.19592612899737,-148.4273377,8/16/20,Airport_T5,A2.8,T5,
57,0,47,,,,70.19592991692406,-148.4273616,8/16/20,Airport_T5,A2.8,T5,
58,0,42,,,,70.19593370484753,-148.4273856,8/16/20,Airport_T5,A2.8,T5,
59,0,46,,,,70.19593749276781,-148.4274096,8/16/20,Airport_T5,A2.8,T5,
60,0,49,,,,70.19594128068488,-148.4274335,8/16/20,Airport_T5,A2.8,T5,
61,0,49,,,,70.19594506859877,-148.4274575,8/16/20,Airport_T5,A2.8,T5,
62,0,52,,,,70.19594885650946,-148.4274814,8/16/20,Airport_T5,A2.8,T5,
63,0,59,,,,70.19595264441695,-148.4275054,8/16/20,Airport_T5,A2.8,T5,
64,0,59,,,,70.19595643232125,-148.4275294,8/16/20,Airport_T5,A2.8,T5,
65,0,60,,,,70.19596022022233,-148.4275533,8/16/20,Airport_T5,A2.8,T5,
66,0,59,,,,70.19596400812023,-148.4275773,8/16/20,Airport_T5,A2.8,T5,
67,0,53,,,,70.19596779601493,-148.4276012,8/16/20,Airport_T5,A2.8,T5,
68,0,42,,,,70.19597158390644,-148.4276252,8/16/20,Airport_T5,A2.8,T5,
69,0,53,,,,70.19597537179473,-148.4276492,8/16/20,Airport_T5,A2.8,T5,
70,35,42,,,,70.19597915967984,-148.4276731,8/16/20,Airport_T5,A2.8,T5,
71,41,48,,,,70.19598294756175,-148.4276971,8/16/20,Airport_T5,A2.8,T5,
72,31,50,,,,70.19598673544046,-148.427721,8/16/20,Airport_T5,A2.8,T5,
73,0,55,,,,70.19599052331597,-148.427745,8/16/20,Airport_T5,A2.8,T5,
74,0,50,,,,70.19599431118829,-148.427769,8/16/20,Airport_T5,A2.8,T5,
75,0,51,,,,70.19599809905739,-148.4277929,8/16/20,Airport_T5,A2.8,T5,
76,0,54,,,,70.19600188692331,-148.4278169,8/16/20,Airport_T5,A2.8,T5,
77,0,49,,,,70.19600567478604,-148.4278408,8/16/20,Airport_T5,A2.8,T5,
78,0,51,,,,70.19600946264556,-148.4278648,8/16/20,Airport_T5,A2.8,T5,
79,0,53,,,,70.19601325050188,-148.4278887,8/16/20,Airport_T5,A2.8,T5,
80,0,51,,,,70.19601703835501,-148.4279127,8/16/20,Airport_T5,A2.8,T5,
81,0,52,,,,70.19602082620494,-148.4279367,8/16/20,Airport_T5,A2.8,T5,
82,0,52,,,,70.19602461405168,-148.4279606,8/16/20,Airport_T5,A2.8,T5,
83,0,50,,,,70.1960284,-148.4279846,8/16/20,Airport_T5,A2.8,T5,
84,16,47,,,,70.19603218973555,-148.4280085,8/16/20,Airport_T5,A2.8,T5,
85,24,42,,,,70.19603597757268,-148.4280325,8/16/20,Airport_T5,A2.8,T5,
86,0,51,,,,70.19603976540662,-148.4280565,8/16/20,Airport_T5,A2.8,T5,
87,0,49,,,,70.19604355323736,-148.4280804,8/16/20,Airport_T5,A2.8,T5,
88,0,47,,,,70.19604734106491,-148.4281044,8/16/20,Airport_T5,A2.8,T5,
89,0,49,,,,70.19605112888927,-148.4281283,8/16/20,Airport_T5,A2.8,T5,
90,0,45,,,,70.19605491671041,-148.4281523,8/16/20,Airport_T5,A2.8,T5,
91,0,44,,,,70.19605870452835,-148.4281763,8/16/20,Airport_T5,A2.8,T5,
92,0,45,,,,70.19606249234312,-148.4282002,8/16/20,Airport_T5,A2.8,T5,
93,13,30,,,,70.19606628015467,-148.4282242,8/16/20,Airport_T5,A2.8,T5,
94,0,49,,,,70.19607006796302,-148.4282481,8/16/20,Airport_T5,A2.8,T5,
95,0,43,,,,70.19607385576819,-148.4282721,8/16/20,Airport_T5,A2.8,T5,
96,0,49,,,,70.19607764357015,-148.4282961,8/16/20,Airport_T5,A2.8,T5,
97,0,53,,,,70.19608143136891,-148.42832,8/16/20,Airport_T5,A2.8,T5,
98,0,48,,,,70.19608521916449,-148.428344,8/16/20,Airport_T5,A2.8,T5,
99,0,51,,,,70.19608900695685,-148.4283679,8/16/20,Airport_T5,A2.8,T5,
100,0,49,,,,70.19609279474602,-148.4283919,8/16/20,Airport_T5,A2.8,T5,
0,Road berm,Road berm,Road berm,gravel,,70.196632,-148.423976,8/16/20,Airport_T3,A3.2,T3,RB
1,Road berm,Road berm,Road berm,gravel,,70.19662513361753,-148.423959,8/16/20,Airport_T3,A3.2,T3,RB
2,Road berm,Road berm,Road berm,gravel,,70.19661826723345,-148.423942,8/16/20,Airport_T3,A3.2,T3,RB
3,Road berm,Road berm,Road berm,gravel,,70.19661140084776,-148.423925,8/16/20,Airport_T3,A3.2,T3,RB
4,Road berm,Road berm,Road berm,gravel,,70.19660453446045,-148.423908,8/16/20,Airport_T3,A3.2,T3,RB
5,0,65,0,Bare,,70.19659766807152,-148.423891,8/16/20,Airport_T3,A3.2,T3,R
6,0,69,1,Bare,,70.19659080168098,-148.423874,8/16/20,Airport_T3,A3.2,T3,R
7,0,51,18,Bare,,70.19658393528884,-148.423857,8/16/20,Airport_T3,A3.2,T3,R
8,9,55,25,E1d,,70.19657706889508,-148.4238401,8/16/20,Airport_T3,A3.2,T3,T
9,0,54,28,E1d,,70.19657020249971,-148.4238231,8/16/20,Airport_T3,A3.2,T3,T
10,0,66,1,B16,,70.19656333610273,-148.4238061,8/16/20,Airport_T3,A3.2,T3,R
11,0,64,0,Bare,,70.19655646970413,-148.4237891,8/16/20,Airport_T3,A3.2,T3,HC
12,0,58,0,Bare,,70.19654960330391,-148.4237721,8/16/20,Airport_T3,A3.2,T3,R
13,0,60,1,SALOVA/ SALRIC,,70.19654274,-148.4237551,8/16/20,Airport_T3,A3.2,T3,HC
14,0,63,1,Bare,,70.19653587049865,-148.4237381,8/16/20,Airport_T3,A3.2,T3,HC
15,0,63,1,SALOVA,,70.196529,-148.4237211,8/16/20,Airport_T3,A3.2,T3,HC
16,0,62,1,SALOVA,,70.19652213768694,-148.4237041,8/16/20,Airport_T3,A3.2,T3,"T, edge"
17,0,53,0,Bare,,70.19651527127867,-148.4236871,8/16/20,Airport_T3,A3.2,T3,T
18,0,65,0,B17,,70.19650840486878,-148.4236701,8/16/20,Airport_T3,A3.2,T3,R
19,0,65,4,B17,,70.19650153845727,-148.4236531,8/16/20,Airport_T3,A3.2,T3,R
20,0,63,2,B17,,70.19649467204415,-148.4236361,8/16/20,Airport_T3,A3.2,T3,HC
21,0,62,5,B17,,70.19648780562943,-148.4236191,8/16/20,Airport_T3,A3.2,T3,HC
22,0,61,1,B17,,70.19648093921309,-148.4236022,8/16/20,Airport_T3,A3.2,T3,HC
23,0,60,3,B17,,70.19647407279513,-148.4235852,8/16/20,Airport_T3,A3.2,T3,HC
24,0,61,4,B17,,70.19646720637556,-148.4235682,8/16/20,Airport_T3,A3.2,T3,HC
25,0,60,4,B17,,70.19646033995438,-148.4235512,8/16/20,Airport_T3,A3.2,T3,HC
26,0,54,1,B17,,70.19645347353159,-148.4235342,8/16/20,Airport_T3,A3.2,T3,HC
27,0,58,1,B17,,70.19644660710719,-148.4235172,8/16/20,Airport_T3,A3.2,T3,R
28,0,55,1,B17,,70.19643974068117,-148.4235002,8/16/20,Airport_T3,A3.2,T3,"HC, incipient T"
29,0,60,2,B17,,70.19643287425353,-148.4234832,8/16/20,Airport_T3,A3.2,T3,HC
30,0,59,1,B17,,70.19642600782429,-148.4234662,8/16/20,Airport_T3,A3.2,T3,HC
31,0,49,1,Bare,,70.19641914139343,-148.4234492,8/16/20,Airport_T3,A3.2,T3,HC
32,0,63,0,Bare,,70.19641227496096,-148.4234322,8/16/20,Airport_T3,A3.2,T3,HC
33,0,71,0,Bare,,70.19640540852689,-148.4234152,8/16/20,Airport_T3,A3.2,T3,HC
34,0,40,35,Willows,,70.19639854209117,-148.4233982,8/16/20,Airport_T3,A3.2,T3,T
35,0,63,1,Bare,,70.19639167565387,-148.4233813,8/16/20,Airport_T3,A3.2,T3,HC
36,0,54,2,FESBRA,,70.19638480921495,-148.4233643,8/16/20,Airport_T3,A3.2,T3,HC
37,0,60,1,Lichens THASUB,,70.19637794,-148.4233473,8/16/20,Airport_T3,A3.2,T3,HC
38,0,54,0,Bare,,70.19637107633227,-148.4233303,8/16/20,Airport_T3,A3.2,T3,HC
39,0,60,0,Bare,,70.19636421,-148.4233133,8/16/20,Airport_T3,A3.2,T3,HC
40,0,59,0,Bare,,70.19635734344313,-148.4232963,8/16/20,Airport_T3,A3.2,T3,HC collapsing into T
41,0,58,2,B17,,70.19635047699613,-148.4232793,8/16/20,Airport_T3,A3.2,T3,HC
42,0,55,1,B17,,70.19634361054753,-148.4232623,8/16/20,Airport_T3,A3.2,T3,HC
43,0,54,2,B17,,70.19633674409732,-148.4232453,8/16/20,Airport_T3,A3.2,T3,HC
44,0,58,1,B17,,70.19632988,-148.4232283,8/16/20,Airport_T3,A3.2,T3,HC
45,0,68,1,B17,,70.19632301119205,-148.4232113,8/16/20,Airport_T3,A3.2,T3,HC
46,0,58,0,B17,,70.19631614,-148.4231943,8/16/20,Airport_T3,A3.2,T3,"HC collapsed, SAXOPP"
47,0,85,0,Bare,,70.19630927828034,-148.4231773,8/16/20,Airport_T3,A3.2,T3,R
48,0,55,30,E1d,,70.19630241182206,-148.4231603,8/16/20,Airport_T3,A3.2,T3,T
49,0,61,25,E1d,,70.19629554536216,-148.4231434,8/16/20,Airport_T3,A3.2,T3,T
50,0,70,25,M2d,,70.19628867890066,-148.4231264,8/16/20,Airport_T3,A3.2,T3,"T, collapsed R"
51,0,70,15,B17,,70.19628181243755,-148.4231094,8/16/20,Airport_T3,A3.2,T3,R
52,0,57,3,B17,,70.19627494597282,-148.4230924,8/16/20,Airport_T3,A3.2,T3,R
53,0,57,8,M2d,,70.19626807950647,-148.4230754,8/16/20,Airport_T3,A3.2,T3,HC
54,0,59,0,M2d,,70.19626121303851,-148.4230584,8/16/20,Airport_T3,A3.2,T3,HC
55,0,60,10,M2d,,70.19625434656894,-148.4230414,8/16/20,Airport_T3,A3.2,T3,HC
56,0,62,10,M2d,,70.19624748009775,-148.4230244,8/16/20,Airport_T3,A3.2,T3,HC
57,0,62,12,M2d,,70.19624061362497,-148.4230074,8/16/20,Airport_T3,A3.2,T3,HC
58,0,62,5,M2d,,70.19623374715056,-148.4229904,8/16/20,Airport_T3,A3.2,T3,HC
59,0,61,4,M2d,,70.19622688067453,-148.4229734,8/16/20,Airport_T3,A3.2,T3,HC
60,0,66,0,M2d,,70.19622001,-148.4229564,8/16/20,Airport_T3,A3.2,T3,R
61,0,61,4,B17,,70.19621314771764,-148.4229394,8/16/20,Airport_T3,A3.2,T3,R
62,0,59,7,B17,,70.19620628,-148.4229225,8/16/20,Airport_T3,A3.2,T3,R
63,0,59,8,B17,,70.19619941475432,-148.4229055,8/16/20,Airport_T3,A3.2,T3,R
64,0,57,2,B17,,70.19619254827023,-148.4228885,8/16/20,Airport_T3,A3.2,T3,R
65,0,52,2,Bare,,70.19618568178453,-148.4228715,8/16/20,Airport_T3,A3.2,T3,R
66,0,48,0,B17,,70.19617881529723,-148.4228545,8/16/20,Airport_T3,A3.2,T3,R
67,0,63,1,B17,,70.19617195,-148.4228375,8/16/20,Airport_T3,A3.2,T3,R
68,0,68,4,B17,,70.19616508231776,-148.4228205,8/16/20,Airport_T3,A3.2,T3,"T, collapsed R"
69,0,54,25,E1d,,70.19615822,-148.4228035,8/16/20,Airport_T3,A3.2,T3,T
70,5,53,30,E1d,,70.19615134933184,-148.4227865,8/16/20,Airport_T3,A3.2,T3,T
71,0,53,24,M2d,,70.19614448283647,-148.4227695,8/16/20,Airport_T3,A3.2,T3,"T, collapsed R"
72,0,86,8,B17,,70.19613761633948,-148.4227525,8/16/20,Airport_T3,A3.2,T3,R
73,0,57,0,Bare,,70.19613074984088,-148.4227355,8/16/20,Airport_T3,A3.2,T3,R
74,0,59,3,B17,,70.19612388334066,-148.4227185,8/16/20,Airport_T3,A3.2,T3,HC
75,0,63,4,B17,,70.19611701683883,-148.4227016,8/16/20,Airport_T3,A3.2,T3,HC
76,0,60,3,B17,,70.19611015033539,-148.4226846,8/16/20,Airport_T3,A3.2,T3,HC
77,0,60,7,B17,,70.19610328383034,-148.4226676,8/16/20,Airport_T3,A3.2,T3,HC
78,0,60,2,B17,,70.19609641732367,-148.4226506,8/16/20,Airport_T3,A3.2,T3,HC
79,0,59,7,B17,,70.19608955081539,-148.4226336,8/16/20,Airport_T3,A3.2,T3,HC
80,0,60,4,B17,,70.19608268,-148.4226166,8/16/20,Airport_T3,A3.2,T3,HC
81,0,60,4,B17,,70.19607582,-148.4225996,8/16/20,Airport_T3,A3.2,T3,HC
82,0,60,5,B17,,70.19606895128086,-148.4225826,8/16/20,Airport_T3,A3.2,T3,HC
83,0,75,6,B17,,70.19606208476614,-148.4225656,8/16/20,Airport_T3,A3.2,T3,R
84,0,63,7,B17,,70.19605522,-148.4225486,8/16/20,Airport_T3,A3.2,T3,"T, collapsed R"
85,0,63,12,U17,,70.19604835173185,-148.4225316,8/16/20,Airport_T3,A3.2,T3,T
86,0,64,14,M10d,,70.19604148521228,-148.4225146,8/16/20,Airport_T3,A3.2,T3,T
87,0,73,0,Bare,,70.19603461869109,-148.4224976,8/16/20,Airport_T3,A3.2,T3,HC
88,0,59,3,B17,,70.19602775216829,-148.4224807,8/16/20,Airport_T3,A3.2,T3,HC
89,0,56,2,B17,,70.19602088564389,-148.4224637,8/16/20,Airport_T3,A3.2,T3,HC
90,0,61,6,U17,,70.19601401911785,-148.4224467,8/16/20,Airport_T3,A3.2,T3,HCr
91,0,60,2,B17,,70.19600715259023,-148.4224297,8/16/20,Airport_T3,A3.2,T3,HCr
92,0,61,4,B17,,70.19600028606098,-148.4224127,8/16/20,Airport_T3,A3.2,T3,HCr
93,0,66,1,B17,,70.19599341953011,-148.4223957,8/16/20,Airport_T3,A3.2,T3,HCr
94,0,68,5,B17,,70.19598655299765,-148.4223787,8/16/20,Airport_T3,A3.2,T3,HCr
95,0,72,2,B17,,70.19597968646356,-148.4223617,8/16/20,Airport_T3,A3.2,T3,R
96,0,63,10,U17,,70.19597281992786,-148.4223447,8/16/20,Airport_T3,A3.2,T3,R
97,0,60,8,U17,,70.19596595339056,-148.4223277,8/16/20,Airport_T3,A3.2,T3,R
98,0,63,7,U17,,70.19595908685162,-148.4223107,8/16/20,Airport_T3,A3.2,T3,R
99,0,64,2,U17,,70.19595222031109,-148.4222937,8/16/20,Airport_T3,A3.2,T3,R
100,0,70,10,U17,,70.19594535376893,-148.4222768,8/16/20,Airport_T3,A3.2,T3,HCr
