SiteIDYear,SiteID,SiteIDShort,SiteIDFld,Project,Date,Time,Year,ObservEnv,ObservVeg,ObservSoil,ObservWat,ObservDLog,ObservOther,LocBiome,LocEcoregion,LocLandmark,LocCode,LatWGS84,LonWGS84,ElevEllip_m,LatNAD83-11,LonNAD83-11,ElevOrtho_m,ElevMeth,PlotType,PlotSize_m,PlotRepeat,PlotPhotos,PlotVegID,PlotSoilID,PlotWatID,PlotDlogID,Treatment,TreatAggr,Physiog,Slope_deg,Aspect_deg,Aspect_Card,GeomSurfFld,GeomSurfFnl,GeomSurfAlt,GeomSubFld,GeomSubFnl,GeomSurfSub,GeomDom,GeomAggr,TopoMacro,TopoMicro,TopoRelief_cm,TopoDepress_m,TkarstType,TKarstStage,TKarstStageAlt,SurfRockPct,SurfFrostScarPct,WaterDep_cm,WaterAbvBlw,WaterSat30,WaterRegNWI,WaterpH,WaterEC_uScm,SoilpH10,SoilpH40,SoilpHGrad,SoilEC10_uScm,SitepH,SiteEC_uScm,SiteChem,SoilMotlDep_cm,SoilGleyDep_cm,SoilDrainage,SoilMoisture,SoilHydric,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilTxtMin40,SoilTxtDom40,SoilSiltThk_cm,SoilRockDep_cm,SoilThawDep_cm,SoilFrostBot_cm,SoilCryoturb,SoilPFrost,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,SoilMethod,SoilClassFld,SoilClassFnl,SoilClassEd,SoilLandscape,VegClass4Fld,VegClass4Fnl,VegClass4Alt,VegStruct,VegDomSpec,VegFlorClass,VegMethod,VegQual,DisturbClass,DisturbYear,DisturbInterv,EcotypeFld,EcotypeLvl8,Wetland,NotesFld,NotesOff,ClimMAAT_C,ClimMAP_mm,ClimMethod,DataRevEnv,DataRevSoil,DataRevVeg,DataOrigin,OutlierEnv,OutlierVeg,References,WaterStore_m,CarbStock_kgm2,CarbWat_SumDepth,CarbStock_PostTK_kgm2,FolderPath,FolderStatus,WebSiteUploadTxt
YKDE-T1-228-1995,YKDE-T1-228,T1-228,T1-228,ABR-NSF YKD Ecosystems,7/17/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.14,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T1-228,na,,,C,0,0,,,Fdra,,Fdra,,,Fdra,,Fc,N,5,0,na,na,,0,0,-20,B,Y,Ti,6.8,18700,,,,,6.8,18700,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Bb,Bbg,,PV,mud,,Dom-List,C,Ngmd,,0,CxWSBP,CSCB,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-232-1995,YKDE-T1-232,T1-232,T1-232,ABR-NSF YKD Ecosystems,7/17/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,0.5,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T1-232,na,,,C,0,0,,,Fdra,,Fdra,,,Fdra,,Fc,N,5,0,na,na,,0,0,8,A,Y,Ti,8.7,34300,,,,,8.7,34300,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Bb,Bbg,,PV,mud,,Dom-List,C,Ngmd,,0,CxWSBP,CSCB,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-240-1996,YKDE-T1-240,T1-240,T1-240,ABR-NSF YKD Ecosystems,7/17/96 0:00,,1996,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.64,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T1-240,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-56,B,N,Ti,7.2,15360,,,,,7.2,15360,E,,,Ps,M,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgmhf,Hgmhf,,MG,poaemi caldes elymol carram cargla 545 stehum potege chrarc,,Dom-List,D,A,,0,CxMEGM,CBMDGM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-250-1994,YKDE-T1-250,T1-250,T1-250,ABR-NSF YKD Ecosystems,7/23/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.62,Level-BM 1,Soil-Veg,5 x 10 m,1,,T1-250,T1-250,T1-250,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,10,0,na,na,,0,0,-47,B,N,Ti,6.95,17780,,,,,6.95,17780,S,7,,Ps,M,Y,0,0,999,L,L,0,999,999,999,a,A,999,80,Y,N,LT,,Eact,2010,ACL,Hgmhf,Hgmhf,,MG,carram potege caldes poaemi elymol pucphr tripal stehum,,Point-Smpl,C,A,,0,CLMSGM,CBMDGM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-CG3-1994,YKDE-T1-CG3,T1-CG3,T1-CG3,ABR-NSF YKD Ecosystems,7/23/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.37,nearby plo,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,nd,,,,,nd,,,,,0,na,na,,0,0,999,u,u,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,u,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,ND,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-CG5-1994,YKDE-T1-CG5,T1-CG5,T1-CG5,ABR-NSF YKD Ecosystems,7/23/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.37,nearby plo,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,nd,,,,,nd,,,,,0,na,na,,0,0,999,u,u,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,u,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,ND,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-G1-1995,YKDE-T1-G1,T1-G1,T1-G1,ABR-NSF YKD Ecosystems,7/21/95 0:00,,1995,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.45,nearby plo,Soil-Veg,1 x 5 m,1,,T1-G1,T1-G1,T1-G1,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fm,N,5,0,na,na,,0,0,-5,B,Y,Tr,6.6,28100,,,,,6.6,28100,S,2,,P,W,Y,0,2,999,L,O,0,999,999,999,a,A,999,35,Y,N,L,,Eact,2010,ACO,Hgwhss,Hgwhss,,MS,carram pucphr stehum potege poaemi elymol,,Point-Smpl,C,A,,0,COWSSM,CBWRSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-G2-1995,YKDE-T1-G2,T1-G2,T1-G2,ABR-NSF YKD Ecosystems,7/23/95 0:00,,1995,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.55,nearby plo,Soil-Veg,1 x 10 m,1,,T1-G2,T1-G2,T1-G2,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-10,B,Y,Ti,6.8,16600,,,,,6.8,16600,S,2,,P,W,Y,0,1,999,L,L,0,999,999,999,a,A,999,38,Y,Y,L,,Eact,2010,ACL,Hgwhsb,Hgwhsb,,MS,carram potege poaemi caldes stehum elymol,,Point-Smpl,C,A,,0,CLWSSM,CBWSSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T1-G3-1995,YKDE-T1-G3,T1-G3,G1.3,ABR-NSF YKD Ecosystems,7/23/95 0:00,,1995,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.61,,,,1.45,nearby plo,Soil-Veg,1 x 10 m,1,,T1-G3,T1-G3,T1-G3,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fm,n,5,0,na,na,,0,0,-12,B,Y,Ti,7,23800,,,,,7,23800,S,1,,P,W,Y,0,0,999,L,L,0,999,999,999,a,A,999,37,Y,N,L,,Eact,2010,ACL,Hgwhss,Hgwhss,,MS,soil__ carsub water_ pucphr carram elymol,,Point-Smpl,C,A,,0,CLWSSM,CSWHSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T13-BM-1997,YKDE-T13-BM,T13-BM-Rbr,T13,FWS Crazy Mountain Surveys,7/25/97 0:00,,1997,Jim Mitchel/Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.23,-165.56,12.54,,,1.73,DGPS-Surv-,TopoSurv,na,1,,,,na,na,,,C,0,0,,,nd,,nd,,,nd,,nd,nd,999,0,na,na,,0,0,999,,,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,u,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,ND,,Rbr Ht above gnd=0.1,NAVD88 Ground Ht=1.88,,,,Y,N,N,Crazy Mtn Surveyors,,,,0,0,0,,,,
YKDE-T14-BM-1997,YKDE-T14-BM,T14-BM-Rbr,T14,FWS Crazy Mountain Surveys,7/25/97 0:00,,1997,Jim Mitchel/Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.22,-165.61,12.58,,,1.95,DGPS-Surv-,TopoSurv,na,1,,,,na,na,,,C,0,0,,,nd,,nd,,,nd,,nd,nd,999,0,na,na,,0,0,999,,,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,u,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,ND,,Rbr Ht above gnd=0.14,NAVD88 Ground Ht=2.06,,,,Y,N,N,Crazy Mtn Surveyors,,,,0,0,0,,,,
YKDE-T2-000-1994,YKDE-T2-000,T2-000,T2-000,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.51,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-000,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,5,0,na,na,,0,0,-6,B,Y,Ti,6.75,16320,,,,,6.75,16320,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram cargla caldes elymol potege chrarc poaemi,,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-010-1995,YKDE-T2-010,T2-010,T2-010,ABR-NSF YKD Ecosystems,7/24/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.27,Level-BM 1,Soil-Veg,1 x 9 m,1,,T2-010,T2-010,T2-010,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,4,A,y,Ti,6.9,18800,,,,,6.9,18800,S,0,,P,W,Y,0,0,999,L,L,0,999,999,999,a,A,999,10,Y,N,L,,Eact,2010,ACL,Hgwhss,Hgwhss,,MS,carram potege water_ carsub soil__ poaemi,,Point-Smpl,C,A,,0,CLWSSM,CBWRSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-017-1995,YKDE-T2-017,T2-016,T2-016,ABR-NSF YKD Ecosystems,7/18/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.48,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-016,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,5,0,na,na,,0,0,-16,B,Y,Ti,6.6,14900,,,,,6.6,14900,E,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram elymol caldes poaemi potege stehum chrarc,,Dom-List,D,A,,0,CxWESM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-023-1995,YKDE-T2-023,T2-023,T2-023,ABR-NSF YKD Ecosystems,7/18/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.27,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-023,na,,,C,0,0,,,Fdra,,Fdra,,,Fdra,,Fc,N,5,0,na,na,,0,0,4,A,Y,Ti,6.7,19100,,,,,6.7,19100,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Bb,Bbg,,PV,mud,,Dom-List,C,Ngmd,,0,CxWSBP,CSCB,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-024-CG8-1994,YKDE-T2-024-CG8,T2-024-CG8,T2-024-CG8,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.1,Level-BM 1,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,W,,,,999,U,U,,,999,999,u,A,999,9999,N,N,N,,,,ACU,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxWxOW,CKSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-025-1994,YKDE-T2-025,T2-025,T2-025,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.28,Level-BM 1,Soil-Veg,5 m rad,1,,,T2-025,T2-025,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,5,0,na,na,,0,0,-9,B,Y,Ti,6.87,22300,,,,,6.87,22300,S,1,,P,W,Y,0,3,999,L,L,0,999,999,999,a,A,999,17,Y,N,L,,Eact,2010,ACL,Hgwhsb,Hgwhsb,,MS,carram potege,,Dom-List,D,A,,0,CLWSSM,CBWSSM,,,,,,,Y,Y,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-029-1995,YKDE-T2-029,T2-029,T2-029,ABR-NSF YKD Ecosystems,7/18/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.5,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-029,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-26,B,Y,Ti,6.9,19800,,,,,6.9,19800,S,,,Ps,M,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgmhf,Hgmhf,,MG,descae fesrub carram cargla elymol 245 poaemi potege 545,,Dom-List,D,A,,0,CxMSGM,CBMDGM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-050-1994,YKDE-T2-050,T2-050,T2-050,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.49,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-050,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,5,0,na,na,,0,0,-7,B,Y,Ti,6.74,18490,,,,,6.74,18490,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram cargla caldes poaemi elymol potege chrarc stehum,,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-067-2010,YKDE-T2-067,T2-067,T2-067,Alaska Ecoscience-USGS Climate Change Impacts,8/10/10 0:00,,2010,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.56,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-067,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,5,0,na,na,,0,0,-4,B,Y,Ti,6.72,8860,,,,,6.72,8860,E,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram cargla caldes poaemi elymol potege chrarc stehum,,Dom-List,D,A,,0,CxWESM,CBWSSM,,,,,,,Y,N,N,"AkEco, AkSciCtr",,,,0,0,0,,,,
YKDE-T2-067-BM8-1997,YKDE-T2-067-BM8,T2-067-BM8-Rbr,TBM8,ABR-USGS Climate Change Impacts,7/25/97 0:00,,1997,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.62,Level-BM 1,TopoSurv,na,1,,,,na,na,,,C,0,0,,,nd,,nd,,,nd,,nd,nd,999,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,A,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,CBWSSM,,Rbr Ht above gnd=0.06,NAVD88 Ground Ht=1.81,,,,Y,N,N,ABR,,,,0,0,0,,,,
YKDE-T2-067-CG7-1994,YKDE-T2-067-CG7,T2-067-CG7,T2-067-CG7,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.56,Level-BM 1,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,A,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-075-1994,YKDE-T2-075,T2-075,T2-075,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.53,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-075,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-4,B,Y,Ti,6.75,17530,,,,,6.75,17530,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram cargla caldes poaemi elymol potege chrarc,,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-100-1994,YKDE-T2-100,T2-100,T2-100,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.59,Level-BM 1,Soil-Veg,0.5 m rad,1,,T2-100,T2-100,T2-100,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-4,B,Y,Ti,6.76,16100,,,,,6.76,16100,S,2,,P,W,Y,2,11,999,L,L,0,999,999,999,a,A,999,50,Y,N,L,,Iact,2010,ACL,Hgwhsb,Hgwhsb,,MS,carram cargla caldes poaemi elymol stehum chrarc,,Point-Smpl,C,A,,0,CLWSSM,CBWSSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-125-1994,YKDE-T2-125,T2-125,T2-125,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.6,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-125,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-5,B,Y,Ti,6.87,14960,,,,,6.87,14960,E,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram carrar cargla caldes poaemi elymol salova chrarc,,Dom-List,D,A,,0,CxWESM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-144-1994,YKDE-T2-144,T2-144,T2-144,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.6,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-144,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-3,B,Y,Ti,6.95,17370,,,,,6.95,17370,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram carrar poaemi potege elymol chrarc,,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-150-1994,YKDE-T2-150,T2-150,T2-150,ABR-NSF YKD Ecosystems,7/22/95 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.31,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-150,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,12,A,Y,Ti,10,11000,,,,,10,11000,E,,,F,A,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxAEOW,CBSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-175-1994,YKDE-T2-175,T2-175,T2-175,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.64,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-175,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-7,B,Y,Ti,6.9,16200,,,,,6.9,16200,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,"carram cargla salova ligsco elymol caldes potege,",,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-183-1994,YKDE-T2-183,T2-183,T2-G9,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.71,Level-BM 1,Soil-Veg,5 x 10 m,1,,T2-183,T2-183,T2-183,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-19,B,Y,Ti,6.94,15090,,,,,6.94,15090,E,3,,Ps,M,Y,2,4,999,L,L,0,999,999,999,a,A,999,55,Y,N,L,,Iact,2010,ACL,Sdwgh,Sdwgh,,SD,salova descae caldes empnig poaemi elymol ligsco carram arclat,,Point-Smpl,C,A,,0,CLMEDS,CBMWDS,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-192-1994,YKDE-T2-192,T2-192,T2-192,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.5,Level-BM 1,Soil-Veg,2 x 8 m,1,,T2-192,T2-192,T2-192,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-36,B,N,Ti,7.2,34800,,,,,7.2,34800,S,6,,Ps,M,Y,2,4,999,L,L,0,999,999,999,a,A,999,85,Y,N,T,,Iact,2010,ACL,Hgmhf,Hgmhf,,MG, elymol poaemi potege tripal stehum,,Point-Smpl,C,A,,0,CLMSGM,CBMDGM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-195-1995,YKDE-T2-195,T2-195,T2-195,ABR-NSF YKD Ecosystems,7/18/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,0.7,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-195,na,,,C,0,0,,,Fdra,,Fdra,,,Fdra,,Fc,N,5,0,na,na,,0,0,3,A,Y,Ti,7.4,17300,,,,,7.4,17300,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Bb,Bbg,,PV,mud,,Dom-List,C,Ngms,,0,CxWSBP,CSCB,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-200-1994,YKDE-T2-200,T2-200,T2-200,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.47,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,T2-200,T2-200,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,3,0,na,na,,0,0,-27,B,Y,Ti,7.3,18750,,,,,7.3,18750,S,6,,Ps,M,Y,0,4,999,L,L,0,999,999,999,a,A,999,53,Y,N,L,,Iact,2010,ACL,Hgmhf,Hgmhf,,MG,ligsco elymol poaemi potege tripal descae,,Dom-List,C,A,,0,CLMSGM,CBMDGM,,origin of water is tida,,,,,Y,Y,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-207-1994,YKDE-T2-207,T2-207,T2-207,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.72,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-207,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-27,B,Y,Ti,7.31,18750,,,,,7.31,18750,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram arclat salova elymol caldes poaemi potege ligsco,,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-225-1994,YKDE-T2-225,T2-225,T2-224,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.31,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-225,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-10,B,Y,Ti,6.8,17470,,,,,6.8,17470,S,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carlyn carram cargla caldes poaemi elymol potege,,Dom-List,D,A,,0,CxWSSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
